pmid,oddpub_category,text_source,label,access,data_location,accession_or_link,evidence_quote,rationale
38582793,,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.c.6710499.v1,"Te data collected were published in an open-access repository38. Four fles were included in the repository: BCLs_database.xlsx, BCLs_meteo.xlsx, BCLs_physchem_CLC.gpkg and Description_of_attribute_table.xlsx... 38. Obolewski, K., Matela, M., Glińska-Lewczuk, K., Astel, A. & Bąkowska-Hopcia, M. Physicochemical characteristics of lakes along the southern Baltic Sea coast. fgshare https://doi.org/10.6084/m9.fgshare.c.6710499.v1 (2024).","The authors deposited newly generated physicochemical data from 419 water samples (13 coastal lakes) in a figshare collection with a resolvable DOI, openly accessible under CC-BY, satisfying all three open-data criteria."
38589396,unknown/misspecified source,mineru_md,false_negative,open,"Pandora Initiative data platform, CAMBIO data community (https://pandoradata.earth/organization/cambio)",https://doi.org/10.48493/6c2a-r758,"""The complete CAMBIO human isotopic dataset is available via a single table in.xlsx format ('cambio humans_v.1.xlsx') through the CAMBIO data community within the Pandora Initiative data platform (https://doi.org/10.48493/6c2a-r758)""","The authors compiled and curated a new database product (with added metadata, standardization, and quality-control fields beyond the raw source publications) and deposited that compiled dataset in the Pandora Initiative repository under its own DOI with open access, satisfying deposit+accession+open-access even though the underlying isotopic values originated from prior publications."
38600169,,mineru_md,false_negative,open,Marine Geoscience Data System (MGDS/IEDA),https://doi.org/10.26022/IEDA/331456,"The remote sensing grids described in this paper can be assessed through the Marine Geoscience Data System (MGDS)19. All datasets are provided in GeoTif raster format... 19. Janowski, Ł. et al. Bathymetry and remote sensing data of the Puck Lagoon, Southern Baltic Sea. IEDA. https://doi.org/10.26022/IEDA/331456 (2023).","The authors deposited newly generated bathymetric/remote-sensing datasets in the MGDS/IEDA repository with a resolvable DOI and no access restrictions stated, satisfying all three open-data criteria."
38600185,unknown/misspecified source,mineru_md,false_negative,open,figshare (collection),https://doi.org/10.6084/m9.figshare.c.6835230.v1,"Moura, R. et al. Fisheries inspection in portuguese waters from 2015 to 2023. figshare. https://doi.org/10.6084/m9.figshare.c.6835230.v1 (2024).","The authors produced a new, anonymized/protected fishery-inspection dataset (10,553 records, extensively pre-processed, anonymized, and validated by the authors themselves) and deposited this final data product in a figshare collection with a resolvable DOI, cited repeatedly throughout the Methods as ""the final dataset8""; only the raw, pre-anonymization FISCREP source data is restricted (available only on request from the Portuguese Navy under a confidentiality agreement), but that is not the da"
38605057,,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.c.6828414.v1,"Te dataset extracted by our pipeline has been made available in CSV and JSON formats at fgshare56. ... 56. Gou, Y., Zhang, Y., Zhu, J. & Shu, Y. A document-level information extraction pipeline for layered cathode materials for sodium-ion batteries. fgshare https://doi.org/10.6084/m9.fgshare.c.6828414.v1 (2024).","The authors deposited their newly extracted 5265-record dataset (CSV/JSON) in figshare with a resolvable DOI, satisfying deposit, accession/link, and open access criteria, so this is a genuine detector miss."
38605088,github,mineru_md,false_negative,open,Mendeley Data,https://doi.org/10.17632/sncdhf53xc,"The OCTDL dataset is available at Mendeley17. The final release contains 2064 images of 821 patients. ... Kulyabin, M. et al. Octdl: Optical coherence tomography dataset for image-based deep learning methods, Mendeley, https://doi.org/10.17632/sncdhf53xc (2023).","The authors deposited their own newly collected OCT image dataset (2064 images, 821 patients) in Mendeley Data with a resolvable DOI under a CC-BY license, satisfying deposit + accession/DOI + open access, so the detector's negative call is a miss."
38609400,github,mineru_md,false_negative,open,Strathprints (University of Strathclyde institutional data repository),https://doi.org/10.15129/3b01a6c6-2efd-424a-b8b8-5fe7fa445ded,"The Plegma dataset is accessible... the collected data are provided as comma-separated values (CSV) files at Strathprints, the University of Strathclyde data repository... Accessibility, the dataset is hosted in the University of Strathclyde's repository, guaranteeing open access... Athanasoulias, S. et al. Plegma Dataset. University of Strathclyde https://doi.org/10.15129/3b01a6c6-2efd-424a-b8b8-5fe7fa445ded (2023).","The authors deposited their newly generated smart-meter/appliance dataset (218 million readings from 13 households) in an institutional repository (Strathprints) with a resolvable DOI and describe it as openly accessible under a Creative Commons license, satisfying all three open-data criteria that the detector missed."
38609405,supplement,mineru_md,false_negative,open,Synapse,https://doi.org/10.7303/syn52540135,"All datasets and annotations including the 1000 raw videos, phase recognition set, semantic segmentation set, and irregularity detection set are publicly released in Synapse31. ... 31. Ghamsarian, N. et al. Cataract-1k. Synapse https://doi.org/10.7303/syn52540135 (2024).","The authors deposited their newly generated Cataract-1K video/annotation dataset in the Synapse repository with a resolvable DOI and state it is publicly released under a CC BY license, meeting all three open-data criteria, so the detector's negative call is a false negative."
38615135,,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.24794295.v2,"The results of the analysis, summarized in the Figs. 7, 8, are stored in an online figshare repository (https://doi.org/10.6084/m9.figshare.24794295.v2) as a stand-alone table, an ESRI GeoDatabase (created to enable the implementation of a WebGIS application) and a GeoPackage... The dataset described above is released under the Creative Commons Attribution licence (CC-BY, v. 4.0, Creative Commons licenses).","The authors deposited their newly generated geodatabase (402 ROIs, carbon export estimates, carbon signature classifications) in figshare with an explicit DOI under an open CC-BY license, meeting all three open-data criteria that the detector missed."
38627446,supplement,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.23266433.v1,Atmospheric CO2 data records are located at fgshare online repository28 and the National Information system for Climate and Environment Studies (NICES) web page under the ISRO's Bhuvan Geo-portal platform... 28. Mahesh et al. Data_Discriptor_worksheet_CO2.xlsx Spatio-temporal Atmospheric In-situ CO2 data over the Indian Sites-Data Perspective. fgshare. https://doi.org/10.6084/m9.fgshare.23266433.v1 (2023).,"The authors deposited their newly generated, multi-station in-situ atmospheric CO2 dataset in the figshare repository with a citable DOI, which is an open-access deposit distinct from the separately mentioned login-gated NICES/Bhuvan portal mirror."
38632258,,mineru_md,false_negative,open,Illinois Data Bank,https://doi.org/10.13012/B2IDB-2656127_V1,"Te dataset accompanying this study is available at the Illinois Data Bank6. ... 6. Ruess, P., Konar, M., Wanders, N. & Bierkens, M. F. Dataset for: Total irrigation by crop in the Continental United States from 2008 to 2020. Illinois Data Bank https://doi.org/10.13012/B2IDB-2656127_V1 (2024).","The article deposits its newly generated irrigation-by-crop dataset (SWW/GWW/GWD spreadsheets by county, crop, year) in the Illinois Data Bank with a resolvable DOI and no access restriction mentioned, satisfying all three open-data criteria, so the detector's negative call is a false negative."
38632296,github,mineru_md,false_negative,open,National Tibetan Plateau Data Center (TPDC),https://doi.org/10.11888/RemoteSen.tpdc.300749,"The ""Tibetan Plateau ICESat-2 Crossover Points Dataset"" can be found in CSV and SHP formats at the National Tibetan Plateau Data Center (https://doi.org/10.11888/RemoteSen.tpdc.300749). This dataset includes all crossover points on the Tibetan Plateau.","The authors generated a new ICESat-2 crossover-points elevation-change dataset via their own algorithm and deposited it with a persistent DOI at an open institutional/domain repository (National Tibetan Plateau Data Center), satisfying all three open-data criteria, so this is a detector false negative."
38637551,supplement,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.25251157,"""RADReef is currently housed in figshare as three separate comma separated values (csv) files (https://doi.org/10.6084/m9.figshare.25251157)... RADReef is stored under a CC-BY 4.0 license on figshare (https://doi.org/10.6084/m9.figshare.25251157) and therefore is subject to citation standards set forth by the license.""","The authors compiled, recalibrated (via CALIB/Marine20), and computed new derived values (Mean Accretion Rates, standardized paleoreef depths) to produce the RADReef dataset, which they deposited as a new data product with a persistent DOI on figshare under an open CC-BY 4.0 license, meeting all three open-data criteria despite the detector marking it negative."
38643170,,mineru_md,false_negative,open,China Science Data Bank (ScienceDB),https://doi.org/10.57760/sciencedb.07777,The dataset presented in this paper was open access in the China Science Data Bank51... All the data are freely available at the China Science Data Bank51.,"The authors generated a new bias-corrected NESM3 climate dataset and deposited it with a DOI in ScienceDB, described as open access and freely available, meeting all three open-data criteria."
38643186,github,mineru_md,false_negative,open,Bolin Centre for Climate Research repository (Stockholm University); also mirrored via GitHub R package mcomDb,https://doi.org/10.17043/ammar-2024-contaminant-monitoring-1,"The dataset is available in the Bolin Centre for Climate Research repository (Stockholm University) at https://doi.org/10.17043/ammar-2024-contaminant-monitoring-1. ... The MCoM dataset is available in tsv format (MCoM.tsv) in the Bolin Centre for Climate Research repository, accessible at https://doi.org/10.17043/ammar-2024-contaminant-monitoring-1.","The authors deposited their newly generated long-term contaminant monitoring dataset (MCoM.tsv plus intercalibration files) in the Bolin Centre repository with a resolvable DOI, and the article is CC-BY 4.0 open access, so all three open-data criteria are met and the detector's negative call is a false negative."
38643291,github,mineru_md,non_open_data,upon_request_or_restricted,NYU Data Catalog (DOI 10.60709/D6SJ-7740); code at https://github.com/cai2r/fastMRI_prostate,https://doi.org/10.60709/D6SJ-7740,The fastMRI prostate dataset18 is hosted under a data usage agreement which may be found at https://fastmri.med.nyu.edu/.,"Although the raw k-space/DICOM data have a repository deposit and DOI, access is explicitly gated behind a data usage agreement rather than openly accessible, so the third open-data criterion (ungated access) fails."
38649344,github,mineru_md,false_negative,open,National Tibetan Plateau/Third Pole Environment Data Center (tpdc.ac.cn),https://doi.org/10.11888/Socioeco.tpdc.27120255,"""PANDA-China is freely accessible at https://doi.org/10.11888/Socioeco.tpdc.27120255. The data is stored in independent TIF format, each representing the night-time light data for a specific year, named PANDA_China_Year.tif.""","The authors deposited their newly generated PANDA-China nighttime-light dataset (1984-2020) at a named repository (National Tibetan Plateau/Third Pole Environment Data Center) with a resolvable DOI stated to be freely accessible, satisfying all three open-data criteria, so the detector's negative call is a false negative."
38649712,re-use,mineru_md,false_negative,open,Zenodo,https://zenodo.org/records/10100129,"The SVRDD dataset has been published in the Zenodo repository34... 34. Ren, M., Zhi, X., Wei, Y. & Zhang, X. SVRDD (v1). Zenodo https://zenodo.org/records/10100129 (2023).","The authors deposited their newly generated, annotated street-view image dataset (SVRDD) in Zenodo with a resolvable DOI/URL, and it is described as openly downloadable for the scientific community, satisfying all three open-data criteria, so the detector's negative call is a miss."
38653962,,mineru_md,false_negative,open,4TU.ResearchData repository,https://doi.org/10.4121/0a05d041-00b6-4e8e-a5c5-70e624ea720b,"All data were stored with open access on the 4TU.ResearchData repository, ... with https://doi.org/10.4121/0a05d041-00b6-4e8e-a5c5-70e624ea720b. The data collection includes 11 data sets.","Newly generated field measurement data (hydrodynamic/morphodynamic sensor, lidar, GPS survey, and imagery data) were deposited in an open repository with a persistent DOI, satisfying all three criteria for open data."
38658675,,mineru_md,false_negative,open,OpenNeuro (dataset ds004902),https://doi.org/10.18112/openneuro.ds004902.v1.0.4,"Te dataset16 (https://doi.org/10.18112/openneuro.ds004902.v1.0.4) is named ""A Resting-state EEG Dataset for Sleep Deprivation"" and all fles are in BIDS format... The main folder of the dataset contains 71 subfolders, each corresponding to a participant...","The authors deposited newly collected EEG and behavioral data (71 participants, BIDS format) in OpenNeuro with a resolvable DOI/accession, openly licensed CC-BY 4.0, so all three open-data criteria are satisfied and the detector's negative call is a miss."
38664437,,mineru_md,false_negative,open,"Genome Sequence Archive (GSA), National Genomics Data Center, China National Center for Bioinformation / Beijing Institute of Genomics, Chinese Academy of Sciences",GSA: CRA014836; https://ngdc.cncb.ac.cn/gsa/browse/CRA014836,"The raw sequence data reported in this paper have been deposited in the Genome Sequence Archive in National Genomics Data Center, China National Center for Bioinformation/Beijing Institute of Genomics, Chinese Academy of Sciences (GSA: CRA014836) that is publicly accessible at https://ngdc.cncb.ac.cn/gsa.","The authors deposited their newly generated SMRT full-length transcriptome sequencing data in a public repository with an explicit accession number and openly accessible URL, satisfying all three open-data criteria, so the detector's negative call is a miss."
38702300,,mineru_md,false_negative,open,UCLA Dataverse - Global Atmospheric Rivers Dataverse (https://dataverse.ucla.edu/dataverse/ar),https://doi.org/10.25346/S6/ZSW7UN,"""Te global AR database59 based on applying tARget version 4 on the ERA5 reanalysis over 1940–2023... is part of the Global Atmospheric Rivers Dataverse60–63 (https://dataverse.ucla.edu/dataverse/ar)."" / Ref 59: ""Guan, B. [Data] Global Atmospheric Rivers Database, Version 4, UCLA Dataverse, https://doi.org/10.25346/S6/ZSW7UN (2024).""","The authors produced a newly generated database (AR detection results from applying their algorithm to ERA5 reanalysis 1940-2023) and deposited it in the UCLA Dataverse institutional repository with a resolvable DOI and open access, meeting all three open-data criteria, so the detector's negative call is a false negative."
38702302,github,mineru_md,non_open_data,upon_request_or_restricted,National Tibetan Plateau/Third Pole Environment Data Center (DOI landing page),https://doi.org/10.11888/Atmos.tpdc.300821,"Te high-spatiotemporal-resolution (9km,1h) TPRR75 presented and analyzed in this article is freely available at https://doi.org/10.11888/Atmos.tpdc.300821. ... TPRR is currently available by contacting the author for permission, and will be accessed freely at this location soon.","Although a DOI/repository landing page is given, the article explicitly states the data are not yet openly accessible and currently require contacting the author for permission, so condition 3 (open access, not gated) fails."
38702315,github,mineru_md,false_negative,open,National Tibetan Plateau Data Center (TPDC),https://doi.org/10.11888/Terre.tpdc.300751,"All data is stored in Network Common Data Form (NetCDF) files, accessible via the data repository of National Tibetan Plateau Data Center (TPDC)67 ... 67. Zhang, K. & Zhu, G. A global dataset of terrestrial evapotranspiration and soil moisture from 1982 to 2020. National Tibetan Plateau Data Center https://doi.org/10.11888/Terre.tpdc.300751 (2023).","The authors generated a novel global ET/soil-moisture dataset via their SiTHv2 model and deposited it in the TPDC repository with a resolvable DOI cited in the Data Records section, meeting all three open-data criteria."
38710687,unknown/misspecified source,mineru_md,false_negative,open,"Figshare (three deposits: dense subset, sparse subset 1, sparse subset 2)",https://doi.org/10.6084/m9.figshare.24078513.v3; https://doi.org/10.6084/m9.figshare.24094257.v3; https://doi.org/10.6084/m9.figshare.24094263.v3,"The dataset is available in both the data repositories31–33 and dataset webpage https://thu-rsxd.com/rsrd. ... Te dataset, released with license CC BY 4.0, is open to download.","The authors deposited their newly collected multi-modal road-surface dataset (stereo images, point clouds, depth/disparity maps) in three Figshare records with explicit DOIs, released under CC BY 4.0 with open download, satisfying all three open-data criteria, so the detector's negative call is a miss."
38710697,,mineru_md,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.25040747.v3,"The dataset were made available from https://doi.org/10.6084/m9.figshare.25040747.v3. This dataset comprises four zip files: Origin.zip, Label.zip, Inpainted.zip and Centerline.zip.","The authors deposited their newly generated wheelset laser image dataset (2710 original, label, inpainted, and centerline images) in Figshare with a DOI, openly accessible under a CC-BY license, meeting all three open-data criteria."
38719810,,mineru_md,non_open_data,code_only,None (only aggregated data shown in Supplementary Table 2 of the manuscript itself),"https://github.com/Cafe-Variome/DucCCE (code repository only, not a data deposit)","""The original datasets were provided in confdence and to respect that confdentiality, we show the generated profles as aggregated data in the manuscript (supplementary Table 2).""","The article's Data Availability statement explicitly withholds the underlying (confidential) datasets, showing only aggregated summary data in a manuscript supplementary table with no repository deposit or accession number, while the only external repository link (GitHub) hosts code, not data, so no criterion for open data is met."
38719854,upon request,mineru_md,false_negative,open,Figshare (multiple linked collections),https://doi.org/10.6084/M9.FIGSHARE.C.7178787,"Heer, P., Stoller, S. & Fricker, R. NEST Open Building Data for Energy Demand and User Practice, https://doi.org/10.6084/ M9.FIGSHARE.C.7178787 (2024).","The authors deposited their newly generated four-year NEST building measurement dataset in Figshare with a resolvable DOI (ref. 23, plus companion Figshare DOIs for floor plans, occupancy data, and metadata), published under a CC-BY 4.0 license, satisfying deposit+accession+open-access criteria that the detector missed."
38719869,,mineru_md,false_negative,open,UPCommons repository (Universitat Politècnica de Catalunya),https://doi.org/10.5821/data-2117-367811-1 (Germany); https://doi.org/10.5821/data-2117-370588-1 (Italy); https://doi.org/10.5821/data-2117-370641-1 (Barcelona); https://doi.org/10.5821/data-2117-370807-1 (Flanders); https://doi.org/10.5821/data-2117-370858-1 (Netherlands),"Te datasets and associated fles from all the surveys are stored on the UPCommons repository, with one repository entry for each region's survey17–21.","The article deposits five newly generated survey datasets (raw and processed SPSS files, codebooks, syntax files, Excel exports) in the UPCommons repository, each with its own persistent DOI and openly accessible under CC-BY 4.0, satisfying all three open-data criteria that the detector missed."
38719888,unknown/misspecified source,mineru_md,false_negative,open,ETH Research Collection (ETH Zurich institutional repository),https://doi.org/10.3929/ethz-b-000666313,The data produced in this study are available in a zip-file via the ETH research collection: https://doi.org/10.3929/ethz-b-000666313,"The authors deposited their newly generated global AADT traffic-volume time-series (predictions, shapefiles, urban area maps, summary tables, and code) in the ETH Research Collection institutional repository with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a false negative."
38719891,"supplement, re-use",mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.c.6849522.v1,"All data generated were accessible on the figshare repository (ref. 77), as listed below: 1. Data 1: DEGs identified in the VEGFA-HUVEC angiogenic model. 2. Data 2: angiogenic open chromatin regions. 3. Data 3: angiogenic cis-regulatory elements. 4. Data 4: exome-wide associated SNPs for TAPVC. 5. Data 5: TAPVC-associated SNPs. ... 77. Jin, L. H. et al. Genome-wide profiling of angiogenic cis-regulatory elements unravels cis-regulatory SNPs for vascular abnormality, figshare, https://doi.org/10.","The authors deposited the newly generated analysis outputs of this study (the 47,125-element angiogenic cis-regulatory element bank, DEG lists, and TAPVC-associated SNP lists) in a figshare repository with a resolvable DOI under an open CC-BY license, satisfying all three open-data criteria even though the underlying raw sequencing reads were reused from prior public GEO series."
38724536,unknown/misspecified source,mineru_md,false_negative,open,"EnviDat (Swiss Federal Institute for Forest, Snow and Landscape Research WSL environmental data portal)",https://doi.org/10.16904/envidat.486,"The quality controlled (see section 'Technical Validation') data are stored in table format as comma-separated file (.csv). The file is available from the environmental data portal EnviDat of the Swiss Federal Institute for Forest, Snow and Landscape Research WSL (https://doi.org/10.16904/envidat.486).","The authors deposited their newly generated/compiled dataset of 40,349 trees in the EnviDat repository with a resolvable DOI and the article is itself openly licensed (CC-BY 4.0), satisfying deposit + accession + open access, so this is a detector false negative."
38724574,unknown/misspecified source,mineru_md,false_negative,open,"DLR's Geoservice (Earth Observation Center, German Aerospace Center), with WMS and STAC interfaces for search/discovery",https://doi.org/10.15489/BV9Z3B59IU12 (yearly); https://doi.org/10.15489/I563NKGNCC13 (monthly); https://doi.org/10.15489/VCALR2S1QV66 (daily),"""Te Global WaterPack yearly31, monthly32, daily33 datasets are available at DLR's Geoservice including Web Map Service (WMS) interface for visualization of yearly and monthly datasets and corresponding SpatioTemporal Asset Catalog (STAC) for data search and discovery (links are provided on the DOI landing pages).""","The authors generated a new global surface-water dataset from 6.3M MODIS images and deposited it (yearly/monthly/daily layers) in DLR's Geoservice repository with three distinct DOIs, openly accessible under CC-BY, so the detector's negative call is a false negative."
38724591,"re-use, unknown/misspecified source",mineru_md,false_negative,open,"data_UMR (institutional repository, Philipps-Universität Marburg)",https://doi.org/10.17192/FDR/166,"Our data are accessible via the public repository data_UMR https://doi.org/10.17192/FDR/166 and consists of a workflow file and four parameter files, a python script, and a readme file as a text file as well as 10 .tar files containing the data.","This is a Scientific Data descriptor whose sole content is a newly generated, processed analysis-ready satellite imagery dataset deposited in an institutional repository with a persistent DOI, and the annual data files can be directly downloaded (openly accessible), satisfying all three open-data criteria, so the detector's negative call is a miss."
38724595,github,mineru_md,false_negative,open,OpenAgrar repository,https://doi.org/10.5073/20231024-173119-0,"""The InsectSound1000 dataset is stored on OpenAgrar28, a collective, open-access repository of research institutions afliated with Germany's Federal Ministry of Food and Agriculture (BMEL)."" ... Reference 28: ""Branding, J., von Hörsten, D., Böckmann, E., Wegener, J. K. & Hartung, E. Dataset: Insectsound1000. OpenAgrar. https://doi.org/10.5073/20231024-173119-0 (2023).""","The authors deposited their newly generated 165,982-sample (95.1 GB) insect sound dataset in OpenAgrar, an open-access repository, with a resolvable DOI, satisfying all three criteria for open data even though the much larger raw-audio corpus (6 TB) is only available upon request."
38729970,github,mineru_md,false_negative,open,The Cancer Imaging Archive (TCIA),https://doi.org/10.25737/SZ96-ZG60,"""The segmentations and the CSV file provided in the SAROS TCIA collection are freely accessible and can be downloaded from the TCIA collection page."" / ""Koitka, S. et al. SAROS - A large, heterogeneous, and sparsely annotated segmentation dataset on CT imaging data (SAROS). The Cancer Imaging Archive https://doi.org/10.25737/SZ96-ZG60 (2023).""","The authors newly generated body-region/body-part segmentation annotations and deposited them (with the accompanying CSV) at TCIA under a citable DOI, freely downloadable without restriction, satisfying all three open-data criteria even though the underlying raw CT images are pre-existing TCIA data requiring account registration/DUA."
38729994,upon request,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.c.6924364.v1,"""The ROSPaCe dataset has been deposited and is freely available."" ... ""Puccetti, T., Nardi, S., Cinquilli, C., Tommaso, Z., & Andrea, C. ROSPaCe: Intrusion Detection Dataset for a ROS2-Based CyberPhysical System and IoT Networks, figshare, https://doi.org/10.6084/m9.figshare.c.6924364.v1 (2024).""","The authors generated a new intrusion-detection dataset (30M+ data points from their own experimental campaign) and deposited it openly on Figshare with a DOI, meeting all three open-data criteria; the detector's negative call is a miss."
38734679,github,mineru_md,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.22766783,"The anonymized ADC maps, segmented structures, and clinical data are cited under Figshare; https://figshare.com/articles/dataset/.../22766783... Dina, E.-H. Longitudinal monitoring of Apparent diffusion coefficient (ADC) changes in head and neck cancer patients. figshare https://doi.org/10.6084/m9.figshare.22766783 (2023).","The authors deposited their newly generated imaging, segmentation, and clinical data (DICOM images, RTS structure files, CSV) in Figshare under a specific DOI, which is openly accessible under a CC-BY license, satisfying all three open-data criteria."
38744841,unknown/misspecified source,mineru_md,false_negative,open,Science Data Bank (ScienceDB),https://doi.org/10.57760/sciencedb.13172 (also https://www.scidb.cn/en/detail?dataSetId=876623f38634ccb8426b07146720914&version=V2),"""The TDHA dataset is uploaded to Science Databank (https://doi.org/10.57760/sciencedb.13172). The TDHA dataset consists of 23 files by the time of this paper is published.""","The authors generated a new NILM sensor dataset (TDHA) themselves and deposited it in the Science Data Bank repository with a resolvable DOI accession, openly accessible under CC-BY, satisfying all three open-data criteria, so the detector's negative call is a false negative."
38750048,"upon request, unknown/misspecified source",mineru_md,non_open_data,upon_request_or_restricted,"ELIXIR Luxembourg data catalog (controlled-access repository), e.g. PRECISESADS Sustainability Studies dataset",https://datacatalog.elixir-luxembourg.org/e/dataset/ELU-2-E592B0-1,"Human datasets that are not of an anonymous nature fall under the GDPR, and therefore, they are available under a controlled-access regime such as the PRECISESADS IMI-JU GA 115565 Sustainability Studies dataset, which is used for the testing of the DS-PACK assembly. The process for requesting a controlled access dataset can be initiated by clicking the Request data access button on the dataset information page in the catalog.","The paper describes a software middleware tool (DS-PACK) for controlled-access human data sharing; the only dataset referenced is explicitly gated under GDPR controlled access requiring a formal request and DAC review, and the Code availability section lists only open-source software repositories, not a newly generated openly shared data deposit."
38755158,supplement,mineru_md,false_negative,open,"Open Data LMU (institutional repository, LMU Munich)",https://doi.org/10.5282/ubm/data.428,"""Te complete raw data is stored in a public open access repository19 at https://doi.org/10.5282/ubm/data.428... Te data is publicly available from Open Data LMU under CC BY 4.0 license. Tere are no access controls in place. Use of the data is not limited.""","The authors deposited newly generated prostate motion measurement data (1,985,392 position records) in the institutional repository Open Data LMU with a resolving DOI, under a CC BY 4.0 license with no access restrictions, satisfying all three open-data criteria."
38755168,,mineru_md,false_negative,open,"ACTRIS Cloudnet data portal (categorize, target classification, LWC, DER, IWC, IER products); PANGAEA (low-level stratus dataset); Zenodo (issue dataset / data quality flags)",DOIs: 21.12132/2.7d648da131c8451853 (Categorize); 21.12132/2.ef342448cc74f7d54 (Target classification); 21.12132/2.f5846eca5ea8478057 (LWC); 21.12132/2.5aca23b91e064e4455 (DER); 21.12132/2.3c2801d5354344c957 (IWC); 21.12132/2.48e751735139461856 (IER); https://doi.org/10.1594/PANGAEA.961789 (LLS dataset); https://doi.org/10.5281/zenodo.7310850 (Issue dataset),"""Te Cloudnet data for the MOSAiC expedition were published via the ACTRIS Cloudnet data portal as daily netCDF fles of the lidar observations, the Cloudnet categorize bitmask and the Cloudnet products, such as the target classifcation, DER, IER, IWC, and LWC53–58. Te LLS dataset was published via Pangaea as daily netCDF fles95. Te issue dataset was published via Zenodo as daily netCDF fles96.""","The authors derived new cloud micro/macrophysical property datasets from their MOSAiC observations and deposited them with explicit DOIs in open repositories (ACTRIS Cloudnet portal, PANGAEA, Zenodo), satisfying all three open-data criteria, so this is a detector miss."
38760418,github,mineru_md,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.8348419,"The nodules in LNDb medical reports, together with the nodule spatial positions (when available), are released with this article. For this purpose, 6 new files are in Zenodo13. ... Pedrosa, J. et al. LNDb dataset. Zenodo https://doi.org/10.5281/zenodo.8348419 (2023).","The authors newly generated tabular nodule-characteristic and report-matching data (report.csv, chars_trainNodules.csv, rad2Fleischner.csv, text2Fleischner.csv, allNods.csv, etc.) and deposited these 6 new files in the Zenodo repository under a DOI, with the article under a CC-BY open access license, satisfying deposit + accession/DOI + open accessibility."
38760422,,mineru_md,false_negative,open,"data.cdc.gov (CDC Pathogenesis Laboratory Team, Influenza Division dataset portal)",https://data.cdc.gov/National-Center-for-Immunization-and-Respiratory-D/An-aggregated-dataset-of-serially-collected-infue/cr56-k9wj/about_data,"Dataset availability. Data available at data.cdc.gov11. ... 11. Pathogenesis Laboratory Team, Influenza Division, CDC. An aggregated dataset of serially collected influenza A virus morbidity and titer measurements from virus-infected ferrets. https://data.cdc.gov/National-Center-for-Immunization-and-Respiratory-D/An-aggregated-dataset-of-serially-collected-infue/cr56-k9wj/about_data.","The authors deposited their own newly generated ferret experimental dataset (728 ferrets, 126 viruses) in CDC's public open-data repository with a specific, resolvable URL, satisfying deposit + identifier + open access."
38760443,supplement,mineru_md,false_negative,open,Figshare,"https://doi.org/10.6084/m9.figshare.25441735.v1 (and related: .25441795.v1, .25441792.v1, .25441780.v1, .25441774.v1, .25441777.v1)",Subset of DGGS cells for coordinate obfuscation48: https://doi.org/10.6084/m9.fgshare.25441795.v1 P3K14C dataset in DGGS cells of resolution 10 [Australia]49: https://doi.org/10.6084/m9.fgshare.25441792.v1 ... P3K14C dataset in DGGS cells of resolution 8 [globally]52: https://doi.org/10.6084/m9.fgshare.25441777.v1,"The authors generated new derived datasets (DGGS grid-cell subsets and obfuscated P3K14C data at multiple resolutions) and deposited each in Figshare with its own resolvable DOI, openly accessible, satisfying all three open-data criteria even though the vague prose ""Data availability"" statement alone would not have signaled this."
38778011,,mineru_md,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.c.7029929.v1,"The full dataset ""Botanical Records of Archaeobotany Italian Network"" is stored at Figshare27 and includes eight tables (spreadsheets) with the lists of sites and geographical data, type of site category, type of plant records and corresponding references.","The authors compiled and deposited a newly created, curated database (BRAIN) on Figshare with a resolvable DOI, openly accessible under CC-BY, satisfying all three open-data criteria, so the detector's negative call is a miss."
38778022,supplement,mineru_md,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.21365409,The dataset is published as an Excel spreadsheet in the Figshare repository17 (https://doi.org/10.6084/ m9.fgshare.21365409). Rows 1 and 2 contain headings with question number and question text. Rows 5-122 contain the data.,"The authors deposited their newly collected survey data (118 rural Alabama seniors) in Figshare with a resolvable, open DOI, meeting all three open-data criteria that the detector missed."
